SECTOR,COMPANY
Mining,Redivium Limited B1012 *New*
Mining,Regis Resources Limited B0804
Mining,Renascor Resources Limited B1012 *New*
Mining,Resolute Mining Limited B0804
Mining,Resources & Energy Group Limited B0804 *New*
Mining,Rex Minerals Limited B1012 *New*
Mining,Riedel Resources Limited B1012 *New*
Mining,Rimfire Pacific Mining Limited B1012 *New*
Mining,Rincon Resources Limited B1012 *New*
Mining,Rio Doce Australia Pty Limited B0601 *New*
Mining,Rio Tinto Plc - Rio Tinto Limited B0801
Mining,Riversgold Limited B1012 *New*
Mining,Roc Oil Company Pty Limited B0700
Mining,Rumble Resources Limited B1012 *New*
Mining,S2 Resources Limited B1012 *New*
Mining,Salt Lake Potash Limited B1012 *New*
Mining,Sandfire Resources Limited B0803
Mining,Santos Ltd B0700
Mining,Saracen Mineral Holdings Limited B0804
Mining,Saturn Metals Limited B1012 *New*
Mining,Savannah Goldfields Limited B1012 *New*
Mining,Sayona Mining Limited B1012 *New*
Mining,Schlumberger Australia Pty Ltd B1090
Mining,Scorpion Minerals Limited B1012 *New*
Mining,Senex Holdings Pty Ltd B0700
Mining,Shark Bay Salt Pty Ltd B0990
Mining,Sheffield Resources Limited B0805 *New*
Mining,Shell Energy Holdings Australia Limited B0700
Mining,Shree Minerals Limited B1012
Mining,Si6 Metals Limited B1012 *New*
Mining,Sibelco Asia Pacific Pty Ltd B0809
Mining,Sihayo Gold Limited B1012 *New*
Mining,Silver Lake Resources Limited B0804
Mining,Silver Mines Limited B0807 *New*
Mining,Sino Iron Holdings Pty Ltd B0801
Mining,Sinosteel Australia Pty Ltd B0801
Mining,Siren Gold Limited B1012 *New*
Mining,Sky Metals Limited B1012 *New*
Mining,Sojitz Australia Limited B0600 *New*
Mining,Sojitz Development Pty Ltd B0600 *New*
Mining,South Harz Potash Limited B1012 *New*
Mining,Southern Gold Limited B1012 *New*
Mining,Southern Hemisphere Mining Limited B1012 *New*
Mining,Spartan Resources Limited B0804
Mining,St Barbara Limited B0804
Mining,St George Mining Limited B1012 *New*
Mining,St Ives Holding Company Pty Limited B0804
Mining,Stanmore Resources Limited B0600
Mining,State Gas Limited B0700 *New*
Mining,Stavely Minerals Limited B1012 *New*
Mining,Stellar Resources Limited B1012
Mining,Stonehorse Energy Limited B0700 *New*
Mining,Strandline Resources Limited B1012 *New*
Mining,Strickland Metals Limited B1012 *New*
Mining,Strike Energy Limited B0700 *New*
Mining,Strike Resources Limited B0801 *New*
Mining,Sultan Resources Limited B1012 *New*
Mining,Sumisho Coal Australia Pty Limited B0600 *New*
Mining,Sumitomo Metal Mining Oceania Pty Limited B0804
Mining,Sunshine Gold Limited B1012 *New*
Mining,Sunstone Metals Limited B1012 *New*
Mining,Superior Resources Limited B1012 *New*
Mining,Surefire Resources NL B1012 *New*
Mining,Suvo Strategic Minerals Limited B0805 *New*
Mining,Swick Mining Services Ltd B1090
Mining,Synergia Energy Limited B0700 *New*
Mining,Syrah Resources Limited B1012
Mining,Talga Group Limited B0809 *New*
Mining,Talisman Mining Limited B1012 *New*
Mining,Talon Energy Limited B0700
Mining,Tamarind NZ Holdings Limited B0700 *New*
Mining,Tap Oil Pty Ltd B0700
Mining,Taruga Minerals Limited B1012 *New*
Mining,Tasman Resources Limited B1012
Mining,Technology Metals Australia Limited B1012 *New*
Mining,Tempus Resources Limited B1012 *New*
Mining,Ten Sixty Four Limited B0804
Mining,Terracom Limited B1012 *New*
Mining,Terramin Australia Limited B0807 *New*
Mining,Tesoro Gold Ltd B1012 *New*
Mining,Theta Gold Mines Limited B0804 *New*
Mining,Thomson Resources Limited B1012 *New*
Mining,Tietto Minerals Limited B1012 *New*
Mining,Tiger Resources Limited B0803
Mining,Tigers Realm Coal Limited B0600 *New*
Mining,Titan Minerals Limited B1012 *New*
Mining,Tombador Iron Limited B0801 *New*
Mining,Tombola Gold Limited B1012 *New*
Mining,Toro Energy Limited B0808 *New*
Mining,Triangle Energy (Global) Limited B0700 *New*
Mining,Trinex Minerals Limited B1012 *New*
Mining,Triton Minerals Limited B1012 *New*
Mining,Tronox Limited B0805
Mining,Tronox Mineral Holdings Australia Pty Ltd B0805
Mining,Troy Resources Limited B0804 *New*
Mining,Twenty Seven Co Limited B1012 *New*
Mining,Valor Resources Limited B1012 *New*
Mining,Vanadium Resources Limited B1012 *New*
Mining,Vango Mining Limited B1012 *New*
Mining,Variscan Mines Limited B1012
Mining,Venus Metals Corporation Limited B1012 *New*
Mining,Viking Mines Limited B1012 *New*
Mining,Vimy Resources Limited B1012 *New*
Mining,Vintage Energy Limited B0700 *New*
Mining,Vital Metals Limited B1012 *New*
Mining,VRX Silica Limited B1012 *New*
Mining,Vulcan Energy Resources Limited B1012 *New*
Mining,Wa Kaolin Limited B1012 *New*
Mining,Walkabout Resources Limited B1012 *New*
Mining,Warrego Energy Limited B1011 *New*
Mining,West African Resources Limited B0804 *New*
Mining,West Wits Mining Limited B1012 *New*
Mining,Western Areas Limited B1012
Mining,Westgold Resources Limited B0804
Mining,Weststar Industrial Limited B1090
Mining,White Energy Company Limited B1011 *New*
Mining,White Rock Minerals Limited B1012 *New*
Mining,Whitehaven Coal Limited B0601
Mining,Wildcat Resources Limited B1012
Mining,Wiluna Mining Corporation Limited B1012 *New*
Mining,Wiluna Operations Pty Ltd B1012 *New*
Mining,Winchester Energy Limited B1011
Mining,Windfield Holdings Pty Ltd B0809
Mining,Woodside Energy Group Ltd B0700
Mining,Woomera Mining Limited B1012 *New*
Mining,Xanadu Mines Limited B1012 *New*
Mining,Yancoal Australia Limited B0601
Mining,Yandal Resources Limited B0804 *New*
Mining,Zenith Minerals Limited B1012 *New*
Mining,Zeotech Limited B1012 *New*
Mining,Zeus Resources Limited B1012 *New*
Mining,Zuleika Gold Limited B1012 *New*
Personal Services,Alsco Pty Limited S9531
Personal Services,Australasian Performing Right Association Limited S9551
Personal Services,Australia Council S9559
Personal Services,Car Craft Investments Ltd S9412
Personal Services,Care Park Group Pty Ltd S9533 *New*
Personal Services,Care Park New Zealand Limited S9533 *New*
Personal Services,Catholic Metropolitan Cemeteries Trust S9520 *New*
Personal Services,Chartered Accountants Australia and New Zealand S9551
Personal Services,Contract Resources Group Pty Ltd S9429 *New*
Personal Services,C-Res (Qld) Pty Ltd S9559 *New*
Personal Services,Cubic Transportation Systems (Australia) Pty Limited S9429 *New*
Personal Services,Dairy Australia Limited S9551
Personal Services,InvoCare Limited S9520
Personal Services,Jenny Craig Weight Loss Centres Pty Limited S9512
Personal Services,Just Cuts Franchising Pty Limited S9511
Personal Services,Meat & Livestock Australia Limited S9551
Personal Services,MS Plus Ltd S9559
Personal Services,National Indigenous Australians Agency S9559 *New*
Personal Services,National Roads and Motorists' Association Limited S9559
Personal Services,NSW Business Chamber Limited S9559
Personal Services,Park24 Australia Pty Ltd S9533 *New*
Personal Services,Police Citizens Youth Clubs S9559 *New*
Personal Services,PowerHousing Australia Ltd S9551 *New*
Personal Services,Prestige Cars Pty. Ltd. S9419 *New*
Personal Services,Propel Funeral Partners Limited S9520
Personal Services,Queensland Police-Citizens Youth Welfare Association S9559
Personal Services,R.G.M. Maintenance Pty Ltd S9419 *New*
Personal Services,Royal Automobile Association of South Australia Inc S9559
Personal Services,Royal Automobile Club of Queensland Limited S9559
Personal Services,Royal Automobile Club of Victoria (RACV) Ltd S9559
Personal Services,Royal Automobile Club of WA (Incorporated) S9559
Personal Services,Silk Laser Australia Limited S9511 *New*
Personal Services,Smart Parking Limited S9533 *New*
Personal Services,Smw Group Limited S9429 *New*
Personal Services,Southern Metropolitan Cemeteries Trust S9520 *New*
Personal Services,The Greater Metropolitan Cemeteries Trust S9520 *New*
Personal Services,VIC Building Authority S9551 *New*
Personal Services,WA Metropolitan Cemeteries Board S9520 *New*
Personal Services,Wilson Parking Australia 1992 Pty Ltd S9533
Personal Services,Wilson Parking New Zealand Limited S9533 *New*
"Professional, Scientific and Technical Services",3D Metalforge Limited M6923 *New*
"Professional, Scientific and Technical Services",AAM Pty Ltd M6922
"Professional, Scientific and Technical Services",Accenture Australia Holdings Pty Ltd M6900
"Professional, Scientific and Technical Services",Accenture NZ Limited M6962a *New*
"Professional, Scientific and Technical Services",Acrux Limited M6910 *New*
"Professional, Scientific and Technical Services",Adacel Technologies Limited M7000 *New*
"Professional, Scientific and Technical Services",Adobe Systems Pty Limited M7000
"Professional, Scientific and Technical Services",AECOM Australia Investments Pty Ltd M6900
"Professional, Scientific and Technical Services",Aecom New Zealand Holdings Limited M6923 *New*
"Professional, Scientific and Technical Services",Aegis BPO Services Australia Holdings Pty Limited M6900 *New*
"Professional, Scientific and Technical Services",Aerometrex Limited M6922 *New*
"Professional, Scientific and Technical Services",AgResearch Limited M6910
"Professional, Scientific and Technical Services",Airtasker Limited M6900 *New*
"Professional, Scientific and Technical Services",AJ Lucas Group Limited M6923
"Professional, Scientific and Technical Services",ALS Limited M6925
"Professional, Scientific and Technical Services",Altium Limited M7000
"Professional, Scientific and Technical Services",Altus Group Holdings Pty Ltd M6923
"Professional, Scientific and Technical Services",Amazon Web Services Australia Pty Ltd M6900
"Professional, Scientific and Technical Services",Amazon Web Services New Zealand Limited M6900 *New*
"Professional, Scientific and Technical Services",Anagenics Limited M6910 *New*
"Professional, Scientific and Technical Services",Anatara Lifesciences Limited M6910 *New*
"Professional, Scientific and Technical Services",Antisense Therapeutics Limited M6910 *New*
"Professional, Scientific and Technical Services",Apiam Animal Health Limited M6970 *New*
"Professional, Scientific and Technical Services",Appen Limited M7000
"Professional, Scientific and Technical Services",Apple Technology Services M7000 *New*
"Professional, Scientific and Technical Services",Arcadis Australia Pacific Holdings Pty Ltd M6923
"Professional, Scientific and Technical Services",Architectus Australia Holdings Pty Ltd M6921 *New*
"Professional, Scientific and Technical Services",Arup Pty Limited M6923
"Professional, Scientific and Technical Services",Atlassian Australia 1 Pty Ltd M7000
"Professional, Scientific and Technical Services",Aurecon Group Pty Ltd M6923
"Professional, Scientific and Technical Services",Ausenco Pty Ltd M6923
"Professional, Scientific and Technical Services",Australia Building and Construction Commission M6923 *New*
"Professional, Scientific and Technical Services",Australian Bureau of Statistics M6950
"Professional, Scientific and Technical Services",Australian Institute of Aboriginal and Torres Strait Islander Studies M6900 *New*
"Professional, Scientific and Technical Services",Australian Institute of Marine Science M6925 *New*
"Professional, Scientific and Technical Services",Australian National Audit Office M6932 *New*
"Professional, Scientific and Technical Services",Australian Nuclear Science & Technology Organisation M6910
"Professional, Scientific and Technical Services",Australian Pesticides and Veterinary Medicines Authority M6970 *New*
"Professional, Scientific and Technical Services",Australian Trade and Investment Commission M6962a
"Professional, Scientific and Technical Services",Australian Wool Innovation Limited M6910
"Professional, Scientific and Technical Services",B. & W. Rural Pty Limited M6900 *New*
"Professional, Scientific and Technical Services",Baker & McKenzie M6931
"Professional, Scientific and Technical Services",BDO M6932
"Professional, Scientific and Technical Services",Beca Pty Ltd M6923
"Professional, Scientific and Technical Services",Bechtel Australia Proprietary Limited M6923
"Professional, Scientific and Technical Services",BG&E Pty Limited M6923 *New*
"Professional, Scientific and Technical Services",Bionomics Limited M6910 *New*
"Professional, Scientific and Technical Services",Bn Law Limited M6931 *New*
"Professional, Scientific and Technical Services",Booking.com (Australia) Pty Limited M6962a
"Professional, Scientific and Technical Services",Boston Australia Pty Limited M6900 *New*
"Professional, Scientific and Technical Services",Boston Consulting Group Pty Ltd M6962a
"Professional, Scientific and Technical Services",Botanix Pharmaceuticals Limited M6910 *New*
"Professional, Scientific and Technical Services",Bravura Solutions Limited M7000
"Professional, Scientific and Technical Services",Bureau of Meteorology M6925
"Professional, Scientific and Technical Services",Bureau Veritas Australia Pty Ltd M6925
"Professional, Scientific and Technical Services",Bvn Architecture Pty Ltd M6921 *New*
"Professional, Scientific and Technical Services",Calibre Group Pty Ltd M6923
"Professional, Scientific and Technical Services",Cancer Council Australia M6910
"Professional, Scientific and Technical Services",Canva Pty Ltd M7000 *New*
"Professional, Scientific and Technical Services",Capgemini Australia Pty Limited M6962a
"Professional, Scientific and Technical Services",Cardno Limited M6923
"Professional, Scientific and Technical Services",CBP Lawyers Holdings Limited M6931 *New*
"Professional, Scientific and Technical Services",CDM Australia Pty. Ltd. M7000 *New*
"Professional, Scientific and Technical Services",ChemCentre (Chemistry Centre) M6910 *New*
"Professional, Scientific and Technical Services",Chimeric Therapeutics Limited M6910 *New*
"Professional, Scientific and Technical Services",Cirrus Holdings 1 Pty Ltd M6900
"Professional, Scientific and Technical Services",Cisco Systems Australia Pty Limited M7000
"Professional, Scientific and Technical Services",Clayton Utz M6931
"Professional, Scientific and Technical Services",Clemenger Group Limited M6941
"Professional, Scientific and Technical Services",Clover Corporation Limited M6910 *New*
"Professional, Scientific and Technical Services",Coca-Cola South Pacific Pty Limited M6962a
"Professional, Scientific and Technical Services",Cognizant Technology Solutions Australia Pty Ltd M6900 *New*
"Professional, Scientific and Technical Services",colourTV Limited M6941 *New*
"Professional, Scientific and Technical Services",Comgen Australia Pty Ltd M6925 *New*
"Professional, Scientific and Technical Services",Commonwealth Scientific & Industrial Research Organisation M6910
"Professional, Scientific and Technical Services",ConnexioNZ Limited M7000 *New*
"Professional, Scientific and Technical Services",Corrs Chambers Westgarth M6931
"Professional, Scientific and Technical Services",Count Limited M6900
"Professional, Scientific and Technical Services",Courts Administration M6931
"Professional, Scientific and Technical Services",CPA Australia Ltd M6932
"Professional, Scientific and Technical Services",Credit Data Solutions Pty Ltd M6950 *New*
"Professional, Scientific and Technical Services",Crown Solicitor's Office M6931 *New*
"Professional, Scientific and Technical Services",Cyient Australia Pty Ltd M6923 *New*
"Professional, Scientific and Technical Services",Cynata Therapeutics Limited M6910 *New*
"Professional, Scientific and Technical Services",Damstra Holdings Limited M7000 *New*
"Professional, Scientific and Technical Services",Data#3 Limited M7000
"Professional, Scientific and Technical Services",Datacom Australia Holdings Pty Limited M7000
"Professional, Scientific and Technical Services",Davidson Holdings (Aust) Pty Ltd M6962a *New*
"Professional, Scientific and Technical Services",DDB Worldwide Pty Limited M6941
"Professional, Scientific and Technical Services",Deloitte Touche Tohmatsu M6932
"Professional, Scientific and Technical Services",Dentons Australia Limited M6931
"Professional, Scientific and Technical Services","Department of Agriculture, Fisheries and Forestry M6962a *New*"
"Professional, Scientific and Technical Services",Department of Foreign Affairs and Trade M6962b
"Professional, Scientific and Technical Services",Department of Home Affairs M6962b
"Professional, Scientific and Technical Services","Department of Industry, Science & Resources M6925 *New*"
"Professional, Scientific and Technical Services",Dialog Fitzroy Limited M6923 *New*
"Professional, Scientific and Technical Services",Digital Transformation Agency M7000 *New*
"Professional, Scientific and Technical Services",Douglas Partners Pty Ltd M6923 *New*
"Professional, Scientific and Technical Services",DWS Pty Ltd M7000
"Professional, Scientific and Technical Services",DXC Technology Australia Holdings Pty Ltd M7000
"Professional, Scientific and Technical Services",Emerson Process Management New Zealand Limited M6962a *New*
"Professional, Scientific and Technical Services",Empired Pty Ltd M7000
"Professional, Scientific and Technical Services",Employsure Pty Ltd M6900
"Professional, Scientific and Technical Services",Endress & Hauser Australia Pty Limited M6923
"Professional, Scientific and Technical Services",Enero Group Limited M6941
"Professional, Scientific and Technical Services",Engenco Limited M6923
"Professional, Scientific and Technical Services",Environmental Resources Management Australia Pty Limited M6925 *New*
"Professional, Scientific and Technical Services",Enviropacific Services Limited M6925 *New*
"Professional, Scientific and Technical Services",EnviroSuite Limited M6925 *New*
